respnum,ccgid,runid,intdate,day,gate,barea,strata,peak,method,saq,airline,destination,flight,airline_code,dest_code,destgeo,destmark,arrtime,deptime,howlong,q2purp1,q2purp2,q2purp3,q3getto1,q3getto2,q3getto3,q3park,q4bags,q4store,q4food,q4wifi,q5timesflown,q5firsttime,q6longuse,q7art,q7food,q7store,q7sign,q7walkway,q7screens,q7infodown,q7infoup,q7wifi,q7roads,q7park,q7airtrain,q7ltparking,q7rental,q7all,q8suggest1,q8suggest2,q8suggest3,q8suggest4,q8suggest5,q9boarding,q9airtrain,q9rental,q9food,q9restroom,q9all,q9com1,q9com2,q9com3,q10safe,q10com1,q10com2,q10com3,q11tsapre,q12precheckrate,q12com1,q12com2,q12com3,q13county,q13getrate,q14find,q14passthru,q15problem,q15com1,q15com2,q15com3,netpro,q17live,q18city,q18state,q18zip,q18country,home,q20age,q21gender,q22income,q23fly,q24sjc,q24oak,lang,weight,promoter,netpro_type
1980,1113,105,11,6,7,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,09:00:00,13:05:00,245.00000000000009,3,,,5,,,,1,0,1,1,1,1,4,6,3,4,4,4,4,4,0,5,4,4,3,3,3,4,0,,,,,5,0,0,5,5,5,0,,,5,0,,,2,,,,,7,5,2,2,2,,,,5,1,SAN JOSE,CA,95135.0,US,7,6,2,2,3,2,2,3,0.31916482222222214,0,1
432,2683,79,6,1,86,F,2,2,1,2,UNITED,HONOLULU,1509,30,24,1,2,13:00:00,16:35:00,215.00000000000003,3,,,3,,,,2,2,1,2,1,1,1,6,3,3,3,5,4,6,6,6,6,6,6,6,6,4,14,,,,,4,4,4,4,4,4,0,,,3,0,,,2,,,,,11,6,3,3,2,,,,5,3,KANEOHE,HI,96744.0,US,10,2,1,1,2,2,2,1,1.4869248022959185,0,1
2318,806,537,16,4,8,A,3,3,1,2,QANTAS,SYDNEY,74,26,67,9,4,19:00:00,22:45:00,225,3,,,3,,,,2,2,1,1,1,1,3,2,2,6,4,4,4,5,5,1,6,6,6,6,6,3,203,,,,,4,6,6,6,4,4,0,,,4,0,,,2,,,,,11,6,5,1,2,,,,5,3,TAREE,,,AUSTRALIA,19,7,2,0,2,2,2,1,0.6704842228571428,0,1
3256,2306,602,22,3,74,F,3,2,1,2,UNITED,SAN DIEGO,1798,30,57,1,2,15:30:00,18:00:00,149.99999999999994,3,,,3,,,,2,1,1,1,1,2,0,4,4,4,4,4,4,0,0,4,6,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,4,0,,,2,,,,,11,6,3,6,2,,,,5,2,ESCONDIDO,CA,92026.0,US,10,5,1,1,2,2,2,1,1.4869248022959185,0,1
1571,322,23,2,4,42,C,2,1,1,2,DELTA,DETROIT,745,16,16,3,3,09:00:00,11:35:00,155,4,,,2,,,,1,1,1,2,4,1,4,4,2,3,3,4,4,6,6,6,3,6,6,6,6,3,9,43.0,,,,3,6,6,3,5,4,0,,,5,0,,,2,,,,,6,3,3,3,2,,,,5,1,SAN MATEO,CA,94403.0,US,6,3,0,0,3,1,1,1,1.1789460781249999,0,1
3268,2292,606,22,3,72,F,3,2,1,2,UNITED,LAS VEGAS,394,30,31,1,4,19:00:00,21:10:00,130.00000000000017,4,,,2,,,,2,2,2,1,4,1,4,4,3,3,2,3,2,1,1,4,2,6,4,6,6,3,67,,,,,3,4,6,6,3,3,0,,,4,2,22.0,,2,,,,,5,4,4,4,2,,,,5,1,SAN FRANCISCO,CA,94110.0,US,5,3,2,1,2,2,2,1,1.4869248022959185,0,1
2636,1010,156,15,3,11,A,1,2,1,2,JETBLUE,NEW YORK-JFK,16,22,42,2,4,04:10:00,07:00:00,170,5,,,9,,,,1,2,2,2,1,2,1,5,6,6,3,6,5,4,4,6,6,6,6,6,4,3,14,18.0,,,,3,6,3,6,4,4,11,15.0,,3,7,,,2,,,,,2,5,3,4,2,,,,5,2,WATERFORD,CA,95386.0,US,10,5,2,3,2,0,1,1,0.6704842228571428,0,1
2327,900,160,15,3,43,C,2,1,1,2,DELTA,MINNEAPOLIS-ST. PAUL,756,16,38,3,4,09:30:00,11:05:00,95.00000000000006,6,,,9,,,,1,3,3,3,1,1,1,3,3,3,3,3,3,3,3,3,2,3,4,6,1,3,0,,,,,3,4,1,6,3,3,0,,,3,0,,,1,3.0,0.0,,,3,3,2,4,2,,,,5,3,CHASEBURG,WI,54621.0,US,11,6,2,2,2,2,2,1,1.1789460781249999,0,1
1164,1460,521,15,3,28,B,3,2,1,2,SOUTHWEST,LOS ANGELES,5814,28,34,1,4,16:15:00,18:10:00,115.00000000000007,6,,,5,,,,2,1,1,2,2,1,4,6,6,2,6,6,6,6,6,6,6,6,6,6,6,BLANK,0,,,,,4,6,6,2,3,3,0,,,4,0,,,2,,,,,5,3,5,5,2,,,,5,3,ALHAMBRA,CA,91801.0,US,10,4,2,3,2,2,2,1,0.9942747524752474,0,1
2950,1423,524,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5698,28,57,1,2,18:50:00,20:45:00,115.00000000000007,6,,,6,,,,0,0,0,1,2,1,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,0,,,,,3,3,3,3,3,3,0,,,4,0,,,2,,,,,5,3,3,3,2,,,,5,3,LA JOLLA,CA,92037.0,US,10,3,2,2,2,2,1,1,0.9942747524752474,0,1
1670,1872,198,19,7,9,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,14:00:00,16:45:00,164.9999999999999,7,,,1,,,2.0,1,1,2,2,2,1,2,6,6,6,6,5,4,4,4,3,5,5,5,6,3,3,0,,,,,5,5,4,6,3,4,0,,,3,0,,,0,,,,,0,0,5,5,2,,,,5,2,SACRAMENTO,CA,95833.0,US,10,3,2,2,2,1,2,1,0.6704842228571428,0,1
700,2465,175,17,5,9,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,11:30:00,15:05:00,214.99999999999994,2,,,2,,,,2,2,1,1,1,2,1,6,2,4,4,5,4,4,4,5,4,6,6,6,6,3,212,,,,,5,6,6,4,4,4,0,,,5,0,,,2,,,,,5,3,5,3,3,,,,5,3,,,,FRANCE,15,2,2,4,2,2,2,1,0.2863574857142857,0,1
1369,102,80,8,3,96,G,2,3,1,2,UNITED INTL,KANSAI,35,31,29,8,4,07:15:00,11:05:00,230.00000000000006,2,,,3,,,,2,1,1,1,1,1,2,3,3,3,3,4,4,6,6,4,6,6,6,6,6,3,52,22.0,33.0,,,3,6,6,4,3,3,0,,,4,16,,,4,,,,,11,3,3,6,3,,,,5,3,MONTEREY PARK,CA,91754.0,US,10,3,2,2,3,2,2,1,1.4869248022959185,0,1
2264,229,903,2,4,65,E,2,2,1,2,UNITED,LOS ANGELES,750,30,34,1,4,13:00:00,15:05:00,125.00000000000003,2,,,3,,,,1,2,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,3,3,3,3,3,3,0,,,4,0,,,3,,,,,11,4,4,4,3,,,,5,3,TUCSON,AZ,85708.0,US,10,2,1,2,0,2,2,1,1.4869248022959185,0,1
2205,138,50,3,5,3,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,07:00:00,13:05:00,365.00000000000006,3,,,3,,,,0,0,1,1,1,2,1,4,4,6,1,3,3,3,3,5,6,6,3,6,6,4,0,,,,,5,5,6,5,4,5,0,,,5,0,,,1,5.0,0.0,,,11,6,2,5,3,,,,5,3,,,,,99,3,1,0,2,2,2,1,0.31916482222222214,0,1
1383,27,85,8,3,96,G,2,3,1,2,UNITED INTL,SHANGHAI,891,31,64,8,4,14:00:00,16:25:00,144.99999999999997,6,,,5,,,,2,1,2,1,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,,,,,3,3,3,3,3,3,0,,,5,0,,,3,,,,,11,6,6,6,3,,,,5,3,,,,,99,2,0,4,3,3,3,3,1.4869248022959185,0,1
2762,1249,96,10,5,43,C,2,1,1,2,DELTA,ATLANTA,2049,16,2,2,4,07:00:00,11:30:00,270,1,2.0,,5,,,,2,1,2,2,6,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,BLANK,0,,,,,0,0,0,0,0,0,0,,,4,0,,,2,,,,,1,0,4,0,0,,,,6,1,,,,US,90,4,2,3,2,2,1,1,1.1789460781249999,0,1
1034,1343,541,18,6,98,G,3,3,1,2,AIR CANADA,VANCOUVER,571,3,71,4,2,18:00:00,20:05:00,124.99999999999987,1,,,5,,,,1,0,0,0,1,2,1,6,2,2,4,6,6,6,6,3,6,6,6,6,6,3,0,,,,,6,6,6,6,6,6,0,,,4,0,,,0,,,,,0,0,0,0,0,,,,6,1,,,,US,90,2,1,0,2,1,0,1,0.3461202323943662,0,1
1156,1482,520,15,3,24,B,3,2,1,2,SOUTHWEST,SAN DIEGO,5688,28,57,1,2,16:30:00,17:30:00,59.99999999999994,1,,,2,,,,1,0,0,0,1,1,4,6,6,6,3,6,4,6,6,6,4,4,4,4,4,3,0,,,,,4,6,6,6,6,4,0,,,4,0,,,2,,,,,6,0,3,2,0,,,,6,3,,,,,99,0,0,0,0,0,0,1,0.9942747524752474,0,1
1336,88,80,8,3,96,G,2,3,1,2,UNITED INTL,KANSAI,35,31,29,8,4,09:10:00,11:05:00,115.00000000000007,2,,,2,,,,1,1,2,2,1,1,2,6,6,0,3,4,6,6,6,6,4,4,6,6,3,4,0,,,,,4,6,6,6,3,3,0,,,0,0,,,0,,,,,0,0,0,0,0,,,,6,3,KAINAN CITY,,,JAPAN,16,6,2,2,2,2,2,4,1.4869248022959185,0,1
2522,983,907,11,6,2,A,3,2,1,2,ALASKA,SALT LAKE CITY,744,7,55,1,2,13:00:00,19:30:00,390.00000000000006,2,,,8,,,,2,1,1,1,2,2,1,5,4,5,5,5,3,2,2,4,5,5,5,5,5,4,1,,,,,5,5,5,5,5,5,0,,,4,0,,,1,4.0,0.0,,,5,4,4,4,1,1.0,5.0,,6,3,CDMX,,,MEXICO,13,3,2,2,3,2,2,2,1.1063322096317278,0,1
1814,2119,550,20,1,50,D,3,2,1,2,ALASKA,RALEIGH-DURHAM,1074,7,53,2,2,20:30:00,22:25:00,115.00000000000007,3,,,3,,,,0,1,3,3,1,2,1,6,4,6,3,6,2,6,6,6,6,6,6,6,6,4,31,14.0,,,,4,6,6,5,4,4,0,,,0,0,,,0,,,,,11,0,2,6,1,1.0,,,6,3,NEW RIVER,AZ,85087.0,US,10,5,2,4,2,2,2,1,1.1063322096317278,0,1
3263,2313,602,22,3,74,F,3,2,1,2,UNITED,SAN DIEGO,1798,30,57,1,2,13:14:00,18:00:00,286.0000000000001,1,,,3,,,,1,1,1,2,1,2,1,4,4,4,4,3,3,3,3,3,6,6,2,6,6,3,58,,,,,4,3,6,4,4,4,0,,,3,7,,,2,,,,,11,3,2,2,1,2.0,,,6,3,VILLE PLATTE,LA,70586.0,US,11,3,1,2,2,2,2,1,1.4869248022959185,0,1
1288,69,81,8,3,95,G,2,3,1,2,UNITED INTL,LONDON HEATHROW,901,31,32,6,4,06:00:00,12:20:00,380.0000000000001,2,,,3,,,,1,1,1,1,2,1,1,6,3,3,4,5,5,6,2,4,6,6,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,5,1,,,4,,,,,11,4,4,6,1,2.0,,,6,3,,,,UNITED KINGDOM,15,3,2,1,2,2,2,1,1.4869248022959185,0,1
3214,2288,605,22,3,84,F,3,2,1,2,UNITED,SANTA BARBARA,5584,30,61,1,1,19:05:00,20:20:00,75.00000000000006,1,,,3,,,,2,1,2,1,6,1,2,3,2,2,3,4,3,3,3,3,6,6,3,6,2,3,5,20.0,27.0,,,5,3,3,4,4,4,0,,,4,0,,,2,,,,,11,6,2,6,1,6.0,,,6,3,CHICAGO,IL,60610.0,US,11,3,1,3,1,2,2,1,1.4869248022959185,0,1
1614,1917,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,15:45:00,17:50:00,124.99999999999987,4,,,4,,,,1,2,2,1,2,1,2,2,3,3,4,5,5,6,5,5,4,4,6,6,6,4,205,18.0,103.0,,,5,6,6,6,5,4,0,,,3,1,20.0,7.0,2,,,,,28,4,5,4,1,13.0,,,6,3,LONDON,,,UNITED KINGDOM,15,6,2,0,3,2,2,1,0.6704842228571428,0,1
2471,968,907,11,6,2,A,3,2,1,2,ALASKA,SALT LAKE CITY,744,7,55,1,2,17:45:00,19:30:00,104.99999999999994,1,,,5,,,,1,2,2,1,2,1,2,6,6,6,6,6,6,6,6,3,6,6,6,6,6,4,0,,,,,4,6,6,6,4,4,0,,,3,0,,,1,5.0,1.0,,,7,4,5,0,1,21.0,,,6,3,CHICAGO,IL,60657.0,US,11,3,0,2,1,2,2,1,1.1063322096317278,0,1
2308,802,537,16,4,8,A,3,3,1,2,QANTAS,SYDNEY,74,26,67,9,4,18:15:00,22:45:00,270,3,,,2,,,,1,2,1,2,2,1,2,3,3,3,4,4,4,4,4,3,4,0,0,0,0,3,0,,,,,4,0,0,4,4,4,0,,,3,0,,,1,3.0,0.0,,,4,3,3,3,1,22.0,,,6,3,SYDNEY,,,AUSTRALIA,19,7,1,2,1,1,2,1,0.6704842228571428,0,1
2544,1025,155,15,3,12,A,1,2,1,2,JETBLUE,LONG BEACH,735,22,33,1,1,04:45:00,06:00:00,75.00000000000001,1,,,2,,,,2,2,2,2,0,1,2,0,4,4,3,3,3,2,2,3,1,3,3,3,3,3,205,41.0,201.0,,,4,4,4,4,3,4,0,,,3,12,,,2,,,,,3,3,3,3,1,31.0,,,6,1,MILL VALLEY,CA,94941.0,US,3,3,2,3,3,2,1,1,0.6704842228571428,0,1
2561,1029,155,15,3,12,A,1,2,1,2,JETBLUE,LONG BEACH,735,22,33,1,1,04:25:00,06:00:00,94.99999999999999,1,,,8,,,,2,2,2,1,1,2,1,5,6,6,3,3,3,6,3,4,3,6,6,6,6,3,64,12.0,,,,4,6,6,6,6,4,0,,,4,3,,,2,,,,,5,4,3,1,1,32.0,,,6,3,HALEDON,NJ,7508.0,US,12,3,2,1,2,2,2,1,0.6704842228571428,0,1
669,2783,59,3,5,81,F,3,2,1,2,UNITED,NEWARK,1604,30,43,2,4,22:00:00,23:45:00,105.00000000000011,2,,,6,,,,1,2,2,1,3,1,4,3,3,3,4,4,3,6,6,5,6,6,1,6,6,4,0,,,,,4,6,6,6,6,3,0,,,4,0,,,2,,,,,1,0,4,1,1,32.0,,,6,1,OAKLAND,CA,94610.0,US,1,4,1,4,2,2,1,1,1.4869248022959185,0,1
3086,2006,208,20,1,2,A,3,3,1,2,COPA,PANAMA CITY,385,15,46,5,2,20:45:00,22:53:00,127.99999999999986,2,,,5,,,,1,2,2,1,4,1,4,4,3,3,3,4,4,6,6,5,3,3,4,6,6,4,71,,,,,5,4,6,4,4,4,0,,,5,4,,,1,4.0,3.0,,,6,3,4,4,1,32.0,,,6,1,PALO ALTO,CA,94303.0,US,6,7,2,5,2,1,2,1,0.6704842228571428,0,1
2987,2202,614,23,4,58,D,3,2,1,2,AMERICAN,CHARLOTTE,1799,8,11,2,4,20:15:00,22:15:00,120.00000000000006,2,,,6,,,,2,1,1,2,4,1,2,3,4,3,3,3,3,3,3,1,3,6,1,6,6,3,202,,,,,4,4,6,4,4,4,0,,,4,0,,,0,,,,,5,4,4,1,1,32.0,,,6,1,SAN FRANCISCO,CA,94102.0,US,5,4,1,4,2,2,2,1,1.0611393641025642,0,1
3124,2019,208,20,1,2,A,3,3,1,2,COPA,PANAMA CITY,385,15,46,5,2,20:30:00,22:53:00,142.99999999999997,2,,,3,,,,2,2,2,1,1,2,1,4,3,4,3,4,3,3,3,4,6,6,4,6,6,4,201,204.0,,,,5,5,6,6,4,4,0,,,3,0,,,1,2.0,1.0,,,11,4,3,3,1,32.0,,,6,3,SANTA CRUS,,,BOLIVIA,14,3,1,0,1,2,2,2,0.6704842228571428,0,1
1263,163,47,3,5,94,G,2,3,1,2,UNITED INTL,TOKYO-NARITA,837,31,69,8,4,08:00:00,11:30:00,210.00000000000006,2,,,3,,,,2,1,2,2,1,2,1,3,3,3,3,3,3,3,3,3,6,6,6,6,6,3,0,,,,,3,3,3,3,3,3,0,,,3,0,,,4,,,,,11,4,3,3,1,32.0,,,6,3,,,,CHINA,16,4,2,5,3,2,2,4,1.4869248022959185,0,1
2928,2171,185,18,6,97,G,3,3,1,2,TURKISH AIRLINES,ISTANBUL,80,29,27,7,4,13:00:00,18:15:00,315,2,,,5,,,,1,1,1,2,1,2,1,6,3,3,3,3,3,4,4,3,6,6,6,6,6,4,204,,,,,6,6,6,6,4,4,0,,,3,11,,,2,,,,,5,5,4,2,1,32.0,,,6,3,ANKARA,,,TURKEY,15,3,1,1,3,2,2,1,0.6704842228571428,0,1
3129,1763,549,20,1,51,D,3,2,1,2,ALASKA,NEWARK,1182,7,43,2,4,19:30:00,21:35:00,124.99999999999987,3,,,2,,,,2,1,1,3,1,2,1,6,4,5,4,6,4,6,6,6,4,6,6,6,6,3,212,,,,,4,6,6,4,3,4,0,,,4,6,,,0,,,,,0,0,0,0,1,32.0,,,6,3,PITTSTOWN,NJ,8867.0,US,12,6,2,4,2,2,2,1,1.1063322096317278,0,1
1773,2104,171,17,5,58,D,1,1,1,2,AMERICAN,CHICAGO-O'HARE,2594,8,12,3,4,07:30:00,09:25:00,114.99999999999999,3,,,5,,,,1,1,2,0,1,2,1,2,6,4,4,2,3,6,6,6,0,0,0,0,0,BLANK,501,502.0,153.0,154.0,,4,4,6,6,2,3,5,,,3,12,,,2,,,,,1,0,4,0,1,32.0,6.0,,6,3,ATLANTA,GA,30318.0,US,12,3,2,1,2,2,0,1,1.0611393641025642,0,1
682,2788,59,3,5,81,F,3,2,1,2,UNITED,NEWARK,1604,30,43,2,4,21:40:00,23:45:00,125.00000000000003,3,,,5,,,,0,0,0,0,5,1,2,3,3,3,4,2,2,2,2,3,2,3,3,2,3,3,0,,,,,4,3,3,4,4,4,0,,,4,0,,,2,,,,,5,5,4,2,1,32.0,,,6,1,SAN FRANCISCO,CA,94115.0,US,5,3,2,2,2,2,1,1,1.4869248022959185,0,1
491,2674,78,6,1,85,F,2,2,1,2,UNITED,DENVER,720,30,14,1,4,11:35:00,15:41:00,246,3,,,3,,,,2,2,1,1,3,1,4,5,3,3,4,4,4,3,3,5,0,0,0,0,0,4,0,,,,,3,6,6,3,3,3,0,,,5,16,,,1,5.0,21.0,,,11,6,5,3,1,35.0,,,6,3,HONG KONG,,,CHINA,16,6,1,4,1,2,2,1,1.4869248022959185,0,1
857,1550,514,15,3,54,D,3,2,1,2,ALASKA,PORTLAND,2864,7,50,1,2,16:00:00,18:34:00,154.00000000000009,2,,,3,,,,1,1,2,2,1,1,3,4,6,4,4,4,4,6,6,6,6,6,6,6,6,4,65,52.0,,,,5,5,6,6,5,5,0,,,4,0,,,1,4.0,7.0,,,11,6,4,4,1,36.0,,,6,3,OREGON CITY,OR,97045.0,US,10,5,2,3,2,1,1,1,1.1063322096317278,0,1
1738,1973,556,21,2,101,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,18:50:00,22:30:00,220.00000000000003,5,,,8,,,,1,2,1,1,1,2,1,4,2,4,3,4,4,4,4,2,6,6,6,6,6,3,102,101.0,103.0,,,3,6,6,4,4,3,13,6.0,,3,5,,,2,,,,,5,3,4,4,1,51.0,,,6,3,TORONTO,,,CANADA,13,3,2,2,2,2,2,1,0.3461202323943662,0,1
1698,1791,545,20,1,52,D,3,2,1,2,ALASKA,SANTA ANA,2707,7,60,1,2,13:55:00,17:07:00,192.0000000000001,3,,,2,,,,2,2,1,2,2,1,4,6,4,6,3,0,2,6,6,6,0,0,0,0,0,BLANK,0,,,,,0,0,0,0,0,0,0,,,0,0,,,1,2.0,4.0,,,19,3,3,2,1,53.0,,,6,3,REDLANDS,CA,92373.0,US,10,7,1,0,1,2,2,1,1.1063322096317278,0,1
520,2372,648,31,5,50,D,2,3,1,2,ALASKA,PUERTO VALLARTA,1272,7,51,4,1,09:40:00,11:00:00,80.00000000000003,2,,,4,,,,1,2,2,1,6,1,4,5,4,4,4,1,4,3,3,4,1,6,6,6,6,3,10,,,,,3,3,3,3,3,3,0,,,3,0,,,1,0.0,3.0,,,5,3,0,0,1,61.0,,,6,1,SAN FRANCISCO,CA,94108.0,US,5,6,2,4,3,0,1,1,1.1063322096317278,0,1
1035,1344,541,18,6,98,G,3,3,1,2,AIR CANADA,VANCOUVER,571,3,71,4,2,18:30:00,20:05:00,94.99999999999983,1,5.0,,5,,,,2,1,1,1,4,1,2,2,3,2,4,4,3,3,3,4,3,2,1,1,2,4,0,,,,,3,3,2,3,2,3,0,,,4,0,,,2,,,,,5,3,4,3,2,,,,6,3,VANCOUVER,,,CANADA,13,3,1,2,1,1,2,1,0.3461202323943662,0,1
1916,1822,196,19,7,3,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,11:00:00,15:05:00,245,1,,,3,,,,2,2,1,2,3,1,2,6,3,3,4,5,4,6,6,4,2,6,3,6,3,3,5,102.0,,,,4,5,4,3,3,4,5,,,4,3,,,1,5.0,2.0,,,11,0,5,5,2,,,,6,3,PACIFIC CITY,OR,97135.0,US,10,0,2,0,2,2,2,1,0.2863574857142857,0,1
939,1390,544,18,6,92,G,3,3,1,2,AIR CANADA,TORONTO,754,3,70,4,4,19:00:00,22:30:00,210.00000000000006,1,,,3,,,,0,0,0,1,2,1,3,6,4,6,4,5,4,4,4,4,0,0,5,0,2,3,58,,,,,4,4,0,0,0,4,0,,,4,11,,,1,5.0,13.0,,,11,0,0,2,2,,,,6,0,,,,,99,0,0,0,0,0,0,1,0.3461202323943662,0,1
1461,1488,519,15,3,51,D,3,2,1,2,ALASKA,NEW YORK-JFK,1034,7,42,2,4,17:30:00,23:10:00,340.00000000000006,1,,,5,,,,2,1,1,1,2,1,2,3,4,4,3,3,3,3,3,5,3,6,6,6,6,3,0,,,,,3,3,3,3,3,3,0,,,4,0,,,2,,,,,5,0,4,3,2,,,,6,3,NEW YORK,NY,10044.0,US,12,3,2,0,2,1,2,1,1.1063322096317278,0,1
2908,2162,185,18,6,97,G,3,3,1,2,TURKISH AIRLINES,ISTANBUL,80,29,27,7,4,15:30:00,18:15:00,164.9999999999999,1,,,5,,,,1,2,1,1,3,1,2,1,3,2,2,3,4,6,6,4,2,6,4,6,6,3,19,,,,,2,6,6,4,4,3,0,,,3,0,,,2,,,,,0,0,3,2,2,,,,6,3,,,,HUNGARY,15,5,1,2,2,1,2,1,0.6704842228571428,0,1
1612,1915,179,17,5,8,A,3,3,1,2,VIRGIN ATLANTIC,LONDON HEATHROW,20,32,32,6,4,14:00:00,17:50:00,229.99999999999983,1,,,2,,,,1,1,2,2,1,1,4,4,3,3,3,4,4,0,0,0,3,3,0,0,0,3,0,,,,,4,4,4,3,4,4,0,,,3,0,,,2,,,,,3,0,4,3,2,,,,6,1,NOVATO,CA,94948.0,US,3,7,1,4,2,1,1,1,0.6704842228571428,0,1
1220,1446,523,15,3,28,B,3,2,1,2,SOUTHWEST,LAS VEGAS,5606,28,31,1,4,18:30:00,19:55:00,85.00000000000001,1,,,2,,,,0,0,1,1,2,1,4,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,9,,,,,4,4,4,4,4,4,0,,,3,0,,,3,,,,,5,0,3,3,2,,,,6,1,SAN FRANCISCO,CA,94132.0,US,5,0,0,0,0,0,0,1,0.9942747524752474,0,1
2472,946,905,11,6,67,E,2,2,1,2,UNITED,CHICAGO-O'HARE,268,30,12,3,4,12:00:00,14:19:00,139,1,,,1,,,1.0,1,2,1,1,4,1,4,6,3,3,2,3,3,3,3,4,3,1,6,3,3,3,0,,,,,3,4,6,3,4,4,0,,,5,0,,,2,,,,,1,2,4,4,2,,,,6,1,NEWARK,CA,94560.0,US,1,4,1,4,2,1,2,1,1.4869248022959185,0,1
284,2544,57,3,5,90,F,3,2,1,2,UNITED,BALTIMORE,1153,30,6,2,2,17:45:00,21:44:00,238.99999999999994,1,,,8,,,,2,1,1,3,1,1,4,5,4,4,3,3,3,6,6,6,4,6,6,6,6,4,22,,,,,3,6,6,3,2,0,0,,,4,3,,,1,4.0,4.0,,,5,3,3,3,2,,,,6,3,OWINGS MILLS,MD,21117.0,US,12,7,2,4,1,2,2,1,1.4869248022959185,0,1
1412,16,70,5,7,76,F,2,1,1,2,UNITED,KANSAS CITY,5454,30,30,3,2,08:30:00,13:00:00,269.99999999999994,1,,,3,,,,1,1,1,0,2,1,4,6,2,2,3,3,4,6,6,6,6,6,6,6,6,3,56,,,,,4,6,6,2,2,3,0,,,4,0,,,1,3.0,0.0,,,11,3,3,3,2,,,,6,3,STILWELL,KS,66085.0,US,11,4,2,4,1,2,1,1,1.4869248022959185,0,1
3240,2275,608,23,4,57,D,3,2,1,2,AMERICAN,PHOENIX,1703,8,49,1,4,14:30:00,17:05:00,154.99999999999994,1,,,5,,,,2,1,2,1,4,1,2,6,3,3,3,6,3,3,3,4,6,6,6,6,6,3,201,,,,,4,6,6,6,4,4,0,,,5,1,,,2,,,,,5,3,5,3,2,,,,6,3,CHANDLER HEIGHTS,AZ,85127.0,US,10,6,2,4,2,2,2,1,1.0611393641025642,0,1
1897,1946,554,21,2,99,G,3,3,1,2,LUFTHANSA,MUNICH,459,24,39,6,4,18:30:00,20:55:00,144.99999999999997,1,,,5,,,,1,1,0,1,1,2,1,6,3,3,3,4,3,3,3,4,4,4,6,6,6,3,0,,,,,2,6,6,3,3,2,0,,,3,0,,,2,,,,,5,3,3,4,2,,,,6,3,TIMISOARA,,,ROMANIA,17,5,0,2,2,2,2,1,0.3607733043478261,0,1
1660,1862,198,19,7,9,A,2,3,1,2,EMIRATES,DUBAI,226,17,17,7,4,14:00:00,16:45:00,164.9999999999999,1,,,5,,,,1,2,2,1,1,1,2,3,3,2,3,2,2,3,3,2,3,4,6,6,6,3,16,11.0,,,,4,6,6,3,3,3,0,,,3,0,,,2,,,,,0,3,3,3,2,,,,6,3,PUNE,,,INDIA,16,4,1,1,2,2,2,1,0.6704842228571428,0,1
688,2461,175,17,5,9,A,2,3,1,2,AIR FRANCE/KLM,PARIS-DE GAULLE,83,5,47,6,4,12:30:00,15:05:00,154.99999999999994,1,,,7,,,,2,2,2,2,4,1,4,5,3,3,4,4,3,3,3,3,3,3,4,3,3,4,202,,,,,4,4,4,4,4,4,0,,,3,0,,,2,,,,,28,3,5,2,2,,,,6,2,APTOS,CA,95003.0,US,10,4,1,0,1,1,2,1,0.2863574857142857,0,1
1102,1287,92,10,5,42,C,1,2,1,2,DELTA,MINNEAPOLIS-ST. PAUL,1581,16,38,3,4,05:15:00,07:45:00,150.00000000000003,1,,,5,,,,2,1,1,2,1,2,1,3,3,3,3,3,3,3,3,3,6,6,6,6,6,4,0,,,,,5,6,6,6,6,4,0,,,4,0,,,2,,,,,5,3,0,2,2,,,,6,3,TROY,MI,48083.0,US,11,0,2,0,2,2,2,1,1.1789460781249999,0,1
2213,125,50,3,5,3,A,2,3,1,2,CATHAY PACIFIC,HONG KONG,879,12,23,8,4,11:00:00,13:05:00,125.00000000000011,1,,,1,,,0.0,1,2,2,2,2,1,1,4,6,6,4,5,3,6,6,6,2,5,5,6,5,4,0,,,,,5,5,5,5,5,5,0,,,4,0,,,2,,,,,5,3,4,4,2,,,,6,3,HONG KONG,,,CHINA,16,2,2,3,2,2,2,3,0.31916482222222214,0,1
