respnum,ccgid,runid,intdate,day,gate,barea,strata,peak,method,saq,airline,destination,flight,airline_code,dest_code,destgeo,destmark,arrtime,deptime,howlong,q2purp1,q2purp2,q2purp3,q3getto1,q3getto2,q3getto3,q3park,q4bags,q4store,q4food,q4wifi,q5timesflown,q5firsttime,q6longuse,q7art,q7food,q7store,q7sign,q7walkway,q7screens,q7infodown,q7infoup,q7wifi,q7roads,q7park,q7airtrain,q7ltparking,q7rental,q7all,q8suggest1,q8suggest2,q8suggest3,q8suggest4,q8suggest5,q9boarding,q9airtrain,q9rental,q9food,q9restroom,q9all,q9com1,q9com2,q9com3,q10safe,q10com1,q10com2,q10com3,q11tsapre,q12precheckrate,q12com1,q12com2,q12com3,q13county,q13getrate,q14find,q14passthru,q15problem,q15com1,q15com2,q15com3,netpro,q17live,q18city,q18state,q18zip,q18country,home,q20age,q21gender,q22income,q23fly,q24sjc,q24oak,lang,weight,promoter,netpro_type
1815,2531,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:50 AM,06:30:00,100,2,,,5,,,,2,2,2,2,3,1,3,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,20,,,,,4,4,6,4,3,4,0,,,4,0,,,2,,,,,5,5,5,4,2,,,,7,1,SAN FRANCISCO,CA,94109.0,US,1,3,1,3,2,2,1,1,0.2847177142857143,1,2
1816,2532,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:00:00,06:30:00,150,2,,,2,,,,1,2,2,1,2,1,4,4,4,3,4,4,4,3,3,4,6,6,6,6,6,4,0,,,,,3,6,6,6,4,4,0,,,4,11,,,2,,,,,9,3,5,5,1,22.0,,,6,3,,,,,99,2,2,1,3,2,2,1,0.2847177142857143,0,1
1817,2488,396,25,5,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,6:20 PM,20:40:00,140,1,,,6,,,,1,2,2,1,6,1,4,5,5,4,4,4,4,5,5,5,4,3,5,3,6,5,1,,,,,4,4,6,4,3,4,0,,,5,0,,,1,5,1,,,3,3,4,5,2,,,,10,1,ROSS,CA,94952.0,US,6,5,2,0,1,1,1,1,0.723115625,1,2
1818,2489,396,25,5,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,6:30 PM,20:40:00,130,3,,,1,,,3,1,1,2,2,3,1,4,4,4,4,4,5,4,4,4,5,4,4,4,3,4,4,75,,,,,4,4,4,4,4,5,0,,,5,16,1.0,2.0,2,,,,,14,2,5,5,1,71.0,,,10,2,SACRAMENTO,CA,95816.0,US,10,3,2,2,2,2,2,1,0.723115625,1,2
1819,2533,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:00:00,06:30:00,150,2,,,5,,,,2,2,2,3,3,1,4,4,4,3,4,3,3,6,6,6,4,4,4,6,6,4,0,,,,,4,4,6,6,4,4,0,,,4,0,,,1,4,0,,,2,1,4,4,1,44.0,,,8,1,MARTINEZ,CA,94553.0,US,5,7,1,3,1,1,1,1,0.2847177142857143,1,2
1820,2534,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:15 AM,06:30:00,135,2,,,5,,,,2,2,2,2,2,1,3,5,3,4,5,5,5,5,5,5,3,6,5,6,6,5,14,,,,,5,5,6,5,5,5,0,,,5,0,,,2,,,,,5,5,5,5,2,,,,9,1,SAN FRANCISCO,CA,94105.0,US,1,3,1,4,2,2,2,1,0.2847177142857143,1,2
1821,2490,396,25,5,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,17:50:00,20:40:00,170,3,,,2,,,,1,0,1,1,1,1,4,4,6,6,3,4,4,4,4,5,4,4,4,6,6,4,1,,,,,5,6,6,6,4,4,0,,,5,4,,,1,5,2,,,14,2,4,5,2,,,,7,2,SACRAMENTO,CA,95834.0,US,10,6,2,2,2,2,2,1,0.723115625,1,2
1822,2535,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:30 AM,06:30:00,120,2,,,2,,,,2,2,2,1,4,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,,,,,5,4,4,5,5,5,0,,,5,0,,,2,,,,,7,5,5,5,2,,,,9,1,MOUNTAIN VIEW,CA,94041.0,US,4,3,1,3,2,1,1,1,0.2847177142857143,1,2
1824,2491,396,25,5,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,3:10 PM,20:40:00,330,5,,,2,,,,1,1,1,1,1,2,1,5,3,2,4,4,3,6,6,4,6,6,6,6,6,4,151,19.0,,,,4,6,6,3,2,3,0,,,4,0,,,2,,,,,5,3,4,4,2,,,,7,3,OXFORD,,,UK,15,2,2,1,2,2,2,1,0.723115625,1,2
1825,2536,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,23:00:00,06:30:00,450,2,,,2,,,,1,2,2,1,2,1,1,4,2,3,3,4,5,5,5,5,4,4,6,6,6,4,1,,,,,4,6,6,6,3,4,0,,,5,16,,,2,,,,,5,5,5,4,2,,,,9,3,NEW YORK,NY,10011.0,US,12,2,1,1,1,2,2,1,0.2847177142857143,1,2
1826,2492,396,25,5,3,A,3,3,1,2,VIRGIN ATLANTIC,LONDON-HEATHROW,42,39,32,6,4,19:08:00,20:40:00,92,3,,,2,,,,1,2,2,2,3,1,4,5,4,4,4,4,5,5,5,6,4,5,6,6,6,4,14,7.0,,,,3,6,6,4,4,4,0,,,5,5,,,2,,,,,6,5,4,5,2,,,,9,1,FOSTER CITY,CA,94404.0,US,2,2,2,2,1,2,2,1,0.723115625,1,2
1827,2537,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,4:45 AM,06:30:00,105,2,,,2,,,,2,2,2,3,3,1,4,6,6,6,4,5,5,6,6,2,5,6,5,6,6,4,11,501.0,63.0,,,5,5,6,6,5,5,0,,,4,0,,,2,,,,,7,5,5,4,2,,,,10,1,MOUNTAIN VIEW,CA,94041.0,US,4,2,2,2,2,1,1,1,0.2847177142857143,1,2
1828,2293,437,30,3,94,G,3,3,1,1,WOW,REYKJAVIK,162,41,85,6,1,19:00:00,22:20:00,200,2,,,5,,,,1,2,2,2,3,1,3,4,6,4,5,5,5,6,6,6,5,6,5,6,6,5,14,31.0,,,,5,5,6,5,5,5,0,,,4,6,,,2,,,,,1,5,5,5,2,,,,10,1,BERKELEY,CA,94709.0,US,3,3,2,4,2,2,1,1,0.45455492957746474,1,2
1829,2294,437,30,3,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,17:00:00,22:20:00,320,3,,,1,,,4,1,1,1,1,3,1,3,6,4,4,4,4,4,3,4,4,4,6,6,6,6,4,0,,,,,5,6,5,5,5,5,0,,,5,1,,,2,,,,,18,1,5,5,2,,,,8,2,ARCATA,CA,95521.0,US,10,2,2,1,2,2,1,1,0.45455492957746474,1,2
1830,2295,437,30,3,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,8:30 PM,22:20:00,110,2,,,2,,,,1,2,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,,0,0,0,0,0,0,0,,,4,0,,,2,,,,,7,5,5,5,2,,,,9,1,LOS ALTOS,CA,94024.0,US,4,2,2,4,2,1,2,1,0.45455492957746474,1,2
1831,2296,437,30,3,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,17:00:00,22:20:00,320,3,,,2,,,,1,1,1,1,2,1,2,4,4,4,4,4,4,4,4,5,5,4,4,6,6,4,25,,,,,4,4,4,4,4,4,0,,,5,0,,,2,,,,,5,0,3,4,1,44.0,,,10,3,O'NEALS,CA,93626.0,US,10,3,1,1,2,2,4,1,0.45455492957746474,1,2
1832,2297,437,30,3,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,19:00:00,22:20:00,200,3,,,5,,,,1,1,2,1,1,2,0,3,4,4,4,5,5,5,5,5,6,6,6,6,6,4,18,19.0,,,,5,6,6,4,5,5,0,,,5,3,,,2,,,,,5,3,5,5,2,,,,8,3,PARIS,,,FRANCE,15,2,1,0,2,2,2,1,0.45455492957746474,1,2
1833,2538,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,5:00:00,06:30:00,90,2,,,5,,,,2,2,1,2,6,1,4,5,5,4,5,5,5,5,5,5,5,5,5,6,6,5,0,,,,,5,6,6,5,5,5,0,,,3,0,,,2,,,,,5,5,5,5,2,,,,10,1,SAN FRANCISCO,CA,,US,1,3,2,0,2,2,1,1,0.2847177142857143,1,2
1834,2539,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,5:15 AM,06:30:00,75,2,,,2,,,,2,2,2,1,3,1,4,3,3,3,4,4,5,4,4,5,6,6,5,6,3,4,0,,,,,5,5,4,4,5,4,0,,,5,0,,,1,5,1,,,7,5,5,5,2,,,,10,3,VANCOVER,BC,,CANADA,13,7,4,3,2,2,2,1,0.2847177142857143,1,2
1835,2540,404,24,4,92,G,1,3,1,1,AIR CANADA,VANCOUVER,561,3,68,4,2,5:00:00,06:30:00,90,1,,,5,,,,2,2,1,2,1,1,4,4,4,3,5,5,5,6,6,6,5,4,6,4,6,4,102,,,,,5,6,6,3,5,4,0,,,4,4,,,2,,,,,2,3,5,5,2,,,,10,1,DANVILLE,CA,94526.0,US,5,4,2,0,2,2,1,1,0.2847177142857143,1,2
1836,2541,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,23:00:00,06:30:00,450,2,,,2,,,,1,2,2,2,3,1,4,3,3,3,3,3,3,3,3,1,0,0,0,0,0,3,0,,,,,4,4,3,3,4,4,0,,,4,0,,,1,0,0,,,19,3,0,3,2,,,,8,2,ROSEVILLE,CA,,US,10,7,2,0,2,2,2,1,0.2847177142857143,1,2
1837,2298,437,30,3,94,G,3,3,1,2,WOW,REYKJAVIK,162,41,85,6,1,7:20 PM,22:20:00,180,2,,,2,,,,2,2,1,2,3,1,4,4,1,3,4,4,3,4,6,4,4,6,6,6,6,4,110,,,,,3,6,1,1,3,4,0,,,3,4,,,2,,,,,7,2,4,4,1,12.0,,,8,1,SANTA CLARA,CA,95050.0,US,4,3,2,4,2,1,2,1,0.45455492957746474,1,2
1838,2542,404,24,4,92,G,1,3,1,2,AIR CANADA,VANCOUVER,561,3,68,4,2,3:20 AM,06:30:00,190,3,,,5,,,,1,2,2,1,3,1,1,4,6,6,6,6,5,5,5,5,6,6,6,6,6,0,20,,,,,5,4,6,6,6,6,0,,,4,0,,,3,,,,,6,5,5,4,2,,,,8,3,,,,CHINA,16,2,1,3,2,2,2,1,0.2847177142857143,1,2
1841,2312,438,30,3,9,A,3,3,1,1,PHILIPPINE AIR,MANILA,105,23,35,8,2,19:00:00,23:30:00,270,12,,,2,,,,1,2,2,1,1,1,3,4,3,4,5,4,5,6,6,3,5,5,5,5,6,5,12,60.0,,,,5,6,6,3,5,4,0,,,4,6,,,2,,,,,13,4,5,5,2,,,,10,2,STOCKTON,CA,95210.0,US,10,2,1,1,2,2,2,1,0.723115625,1,2
1842,2313,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,19:00:00,23:30:00,270,1,2.0,3.0,9,,,,1,1,1,1,2,1,4,4,4,5,4,0,3,6,6,4,4,3,5,2,4,4,0,,,,,4,4,4,5,5,4,0,,,4,0,,,1,4,0,,,13,4,5,3,2,,,,8,2,SAN JOAQUIN,CA,,US,10,7,1,2,2,2,1,1,0.723115625,1,2
1843,2314,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,16:00:00,23:30:00,450,2,3.0,,7,,,,1,1,2,2,3,1,4,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,,,,,5,5,5,5,4,5,0,,,5,4,,,1,5,0,,,0,5,4,5,2,,,,10,3,FRESNO,CA,93705.0,US,10,7,2,1,1,2,2,1,0.723115625,1,2
1844,2315,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,20:00:00,23:30:00,210,2,3.0,,1,,,0,1,2,2,2,2,1,4,4,2,4,5,4,5,5,5,5,4,4,4,4,4,4,0,,,,,5,4,3,2,2,3,0,,,4,0,,,1,4,0,,,1,0,4,4,2,,,,9,1,ALAMEDA,CA,94501.0,US,3,4,2,2,1,1,1,1,0.723115625,1,2
1845,2316,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,18:00:00,23:30:00,330,3,,,8,,,,1,2,2,1,2,1,3,6,5,5,5,4,4,3,3,4,4,6,4,6,6,5,14,,,,,4,5,4,4,4,4,0,,,4,1,,,0,,,,,0,0,0,0,0,,,,9,3,,,,PHILIPPINES,16,3,2,0,4,4,4,1,0.723115625,1,2
1846,2317,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,7:30 PM,23:30:00,240,2,3.0,6.0,2,,,,1,2,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,,,,,4,4,4,4,1,3,0,,,4,6,,,1,4,0,,,8,4,2,4,2,,,,9,1,VALLEJO,CA,94590.0,US,8,2,2,2,2,2,2,1,0.723115625,1,2
1847,2318,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,20:00:00,23:30:00,210,2,,,2,,,,1,2,2,1,4,1,3,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,1,,,,,4,4,4,4,4,4,1,,,5,2,,,2,,,,,1,4,5,5,2,,,,9,3,MAKATI,,,PHILIPPINES,16,4,2,0,1,2,1,1,0.723115625,1,2
1848,2319,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,7:45 PM,23:30:00,225,3,,,2,,,,1,2,1,1,2,1,3,5,2,3,3,2,4,3,3,3,4,3,6,6,6,4,0,,,,,4,6,6,4,4,4,0,,,4,16,,,3,,,,,5,3,4,3,2,,,,9,2,LATHROP,CA,,US,10,2,1,1,2,2,2,1,0.723115625,1,2
1849,2320,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,8:30 PM,23:30:00,180,2,3.0,,2,,,,1,0,0,1,4,1,4,5,5,5,5,5,5,5,5,5,5,5,5,0,6,5,0,,,,,5,6,6,5,5,5,0,,,5,1,,,1,5,0,,,5,5,5,0,2,,,,8,2,SACRAMENTO,CA,95823.0,US,10,7,4,0,2,2,4,1,0.723115625,1,2
1850,2321,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,3:40 PM,23:30:00,470,13,,,3,,,,1,0,0,1,2,1,2,3,3,4,4,5,4,4,0,4,4,5,4,3,3,4,13,,,,,3,3,3,3,0,4,0,,,4,6,,,1,5,1,,,11,3,3,4,1,61.0,,,5,3,,,,PHILIPPINES,16,7,1,0,3,2,4,1,0.723115625,0,1
1851,2322,438,30,3,9,A,3,3,1,2,PHILIPPINE AIR,MANILA,105,23,35,8,2,21:00:00,23:30:00,150,2,,,3,,,,1,2,2,1,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,54,,,,,5,5,5,5,5,5,0,,,5,2,,,1,5,1,,,11,5,4,5,2,,,,10,3,MALOLOS,,,PHILIPPINES,16,3,1,1,3,2,2,1,0.723115625,1,2
